pickup_location,destination,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,distance_km,duration_minutes,traffic_level,weather_condition,transport_type,pickup_hour,is_weekend,fare_ngn
Ikeja,Oshodi,6.6018,3.3515,6.5489,3.3286,9.09,22.1,moderate,sunny,bolt,6,0,3212.0
Yaba,Ikoyi,6.5158,3.3892,6.4541,3.435,10.51,24.6,moderate,sunny,uber,7,1,4116.0
Victoria Island,Ikeja,6.4281,3.4219,6.6018,3.3515,24.79,161.5,gridlock,sunny,taxi,17,1,15239.0
Berger,Ojota,6.642,3.343,6.582,3.388,9.91,34.5,heavy,cloudy,uber,6,0,5134.0
Berger,Victoria Island,6.642,3.343,6.4281,3.4219,36.49,99.5,moderate,sunny,bolt,9,0,10091.0
Yaba,Berger,6.5158,3.3892,6.642,3.343,20.61,137.6,gridlock,cloudy,taxi,11,0,10036.0
CMS (Marina),Ikoyi,6.4549,3.3886,6.4541,3.435,6.93,25.4,heavy,sunny,bolt,15,0,3864.0
Victoria Island,Ojota,6.4281,3.4219,6.582,3.388,22.25,136.9,gridlock,rainy,brt,1,0,2958.0
Ojota,Berger,6.582,3.388,6.642,3.343,11.85,39.8,heavy,cloudy,taxi,14,1,4377.0
Ikoyi,Ajah,6.4541,3.435,6.4683,3.6015,26.58,44.0,low,sunny,keke,16,0,3674.0
Victoria Island,Ajah,6.4281,3.4219,6.4683,3.6015,25.78,62.1,moderate,cloudy,danfo,1,0,2429.0
Ikeja,CMS (Marina),6.6018,3.3515,6.4549,3.3886,23.57,41.9,low,sunny,danfo,7,0,1922.0
Oshodi,CMS (Marina),6.5489,3.3286,6.4549,3.3886,15.91,35.7,moderate,rainy,taxi,18,0,5379.0
Oshodi,Surulere,6.5489,3.3286,6.4969,3.355,8.45,17.2,low,cloudy,brt,7,0,575.0
Berger,Ikoyi,6.642,3.343,6.4541,3.435,29.48,105.9,heavy,sunny,danfo,10,1,3455.0
Oshodi,Ikeja,6.5489,3.3286,6.6018,3.3515,8.47,15.1,low,sunny,brt,7,1,589.0
Ikoyi,Ojota,6.4541,3.435,6.582,3.388,19.19,50.0,moderate,rainy,taxi,17,0,6699.0
Ojota,Ikeja,6.582,3.388,6.6018,3.3515,6.21,10.2,low,sunny,uber,15,1,2256.0
Ojota,Ikoyi,6.582,3.388,6.4541,3.435,19.33,70.5,heavy,cloudy,keke,23,1,4004.0
Yaba,Ajah,6.5158,3.3892,6.4683,3.6015,33.72,52.2,low,sunny,brt,6,0,1914.0
Ikoyi,Berger,6.4541,3.435,6.642,3.343,30.15,92.9,heavy,cloudy,danfo,1,0,3259.0
Maryland,Lekki,6.5783,3.3676,6.4474,3.5562,30.51,76.8,moderate,rainy,keke,12,1,5389.0
Ajah,Maryland,6.4683,3.6015,6.5783,3.3676,39.93,128.5,heavy,sunny,taxi,10,1,12631.0
Lekki,Murtala Muhammed Airport,6.4474,3.5562,6.5774,3.3212,38.18,147.6,heavy,sunny,uber,5,0,14377.0
Oshodi,Ajah,6.5489,3.3286,6.4683,3.6015,44.3,139.1,heavy,sunny,brt,7,1,4086.0
Maryland,Lekki,6.5783,3.3676,6.4474,3.5562,33.78,80.0,moderate,rainy,bolt,7,0,10757.0
CMS (Marina),Ikoyi,6.4549,3.3886,6.4541,3.435,7.31,28.3,heavy,sunny,uber,7,0,3874.0
Berger,Ikoyi,6.642,3.343,6.4541,3.435,30.13,101.7,heavy,cloudy,brt,3,0,2399.0
Oshodi,Ajah,6.5489,3.3286,6.4683,3.6015,40.46,110.0,moderate,sunny,keke,16,0,7274.0
Ajah,Ikeja,6.4683,3.6015,6.6018,3.3515,43.54,71.9,low,sunny,keke,7,1,6151.0
Ojota,Victoria Island,6.582,3.388,6.4281,3.4219,24.29,88.1,heavy,sunny,danfo,18,1,3735.0
Victoria Island,CMS (Marina),6.4281,3.4219,6.4549,3.3886,5.45,8.8,low,cloudy,keke,14,0,833.0
Ikeja,Berger,6.6018,3.3515,6.642,3.343,5.75,13.1,moderate,rainy,taxi,10,1,2151.0
Ikoyi,Berger,6.4541,3.435,6.642,3.343,27.36,44.1,low,cloudy,taxi,7,1,5970.0
Ajah,Ikeja,6.4683,3.6015,6.6018,3.3515,45.35,146.4,heavy,cloudy,keke,3,0,8278.0
Lekki,Yaba,6.4474,3.5562,6.5158,3.3892,25.24,77.5,heavy,cloudy,bolt,13,0,8391.0
Oshodi,Surulere,6.5489,3.3286,6.4969,3.355,8.67,53.7,gridlock,cloudy,bolt,7,0,6112.0
Oshodi,Ikoyi,6.5489,3.3286,6.4541,3.435,19.82,46.8,moderate,sunny,keke,3,1,3134.0
Lekki,Oshodi,6.4474,3.5562,6.5489,3.3286,31.92,115.1,heavy,sunny,danfo,6,0,4135.0
CMS (Marina),Surulere,6.4549,3.3886,6.4969,3.355,7.75,12.2,low,cloudy,taxi,19,1,1843.0
Ikoyi,Ojota,6.4541,3.435,6.582,3.388,19.32,76.4,heavy,rainy,brt,16,1,2101.0
Surulere,Murtala Muhammed Airport,6.4969,3.355,6.5774,3.3212,13.84,34.9,moderate,cloudy,keke,10,1,2329.0
Maryland,Ojota,6.5783,3.3676,6.582,3.388,2.74,6.3,moderate,cloudy,taxi,17,0,1425.0
CMS (Marina),Berger,6.4549,3.3886,6.642,3.343,28.99,82.5,moderate,sunny,taxi,7,0,8392.0
Victoria Island,Ojota,6.4281,3.4219,6.582,3.388,23.35,74.1,heavy,cloudy,uber,0,1,9651.0
Ajah,Maryland,6.4683,3.6015,6.5783,3.3676,37.31,100.7,moderate,sunny,danfo,19,0,3462.0
Ajah,Ikoyi,6.4683,3.6015,6.4541,3.435,22.74,59.4,moderate,thunderstorm,taxi,12,0,6877.0
Ojota,Yaba,6.582,3.388,6.5158,3.3892,9.28,34.1,heavy,rainy,uber,5,0,4155.0
Murtala Muhammed Airport,Surulere,6.5774,3.3212,6.4969,3.355,11.29,31.9,moderate,sunny,uber,18,0,4436.0
Berger,Ikoyi,6.642,3.343,6.4541,3.435,28.28,66.6,moderate,rainy,bolt,3,0,9439.0
Murtala Muhammed Airport,Yaba,6.5774,3.3212,6.5158,3.3892,12.37,68.3,gridlock,thunderstorm,brt,11,1,1819.0
Ikeja,Maryland,6.6018,3.3515,6.5783,3.3676,4.07,6.9,low,cloudy,uber,14,0,1490.0
CMS (Marina),Surulere,6.4549,3.3886,6.4969,3.355,8.17,24.6,heavy,sunny,brt,10,0,709.0
Oshodi,Murtala Muhammed Airport,6.5489,3.3286,6.5774,3.3212,4.7,17.6,heavy,sunny,taxi,8,0,2445.0
Murtala Muhammed Airport,Yaba,6.5774,3.3212,6.5158,3.3892,13.86,27.4,low,sunny,taxi,10,1,2874.0
Ikeja,Maryland,6.6018,3.3515,6.5783,3.3676,3.76,6.6,low,cloudy,keke,22,0,650.0
CMS (Marina),Ikoyi,6.4549,3.3886,6.4541,3.435,6.97,16.2,moderate,cloudy,danfo,21,0,756.0
Yaba,Ikeja,6.5158,3.3892,6.6018,3.3515,12.51,30.2,moderate,sunny,keke,16,1,2360.0
Ikeja,CMS (Marina),6.6018,3.3515,6.4549,3.3886,20.16,52.3,moderate,rainy,danfo,7,0,2540.0
Ajah,Ikoyi,6.4683,3.6015,6.4541,3.435,24.08,55.0,moderate,rainy,danfo,21,0,2361.0
Ikeja,Victoria Island,6.6018,3.3515,6.4281,3.4219,24.58,47.8,low,sunny,bolt,7,1,6459.0
Berger,CMS (Marina),6.642,3.343,6.4549,3.3886,25.16,54.7,moderate,rainy,brt,2,1,1640.0
CMS (Marina),Ajah,6.4549,3.3886,6.4683,3.6015,27.97,49.4,low,thunderstorm,keke,15,0,4953.0
Yaba,Ajah,6.5158,3.3892,6.4683,3.6015,29.2,66.2,moderate,sunny,bolt,14,0,7102.0
Ikoyi,Maryland,6.4541,3.435,6.5783,3.3676,20.3,46.8,moderate,sunny,taxi,19,0,5094.0
Maryland,Murtala Muhammed Airport,6.5783,3.3676,6.5774,3.3212,7.42,18.6,moderate,cloudy,danfo,20,0,774.0
Murtala Muhammed Airport,Ajah,6.5774,3.3212,6.4683,3.6015,44.2,135.2,heavy,rainy,taxi,23,0,17204.0
Surulere,Yaba,6.4969,3.355,6.5158,3.3892,5.1,9.9,low,cloudy,danfo,16,1,671.0
Ikoyi,Ajah,6.4541,3.435,6.4683,3.6015,26.41,51.7,low,cloudy,bolt,15,0,6985.0
Ojota,CMS (Marina),6.582,3.388,6.4549,3.3886,16.86,66.9,heavy,rainy,bolt,13,1,7123.0
Surulere,Ojota,6.4969,3.355,6.582,3.388,12.33,32.1,moderate,sunny,brt,17,0,1021.0
Ajah,Murtala Muhammed Airport,6.4683,3.6015,6.5774,3.3212,38.46,119.7,heavy,sunny,brt,13,0,2875.0
Berger,Ikoyi,6.642,3.343,6.4541,3.435,30.8,70.0,moderate,sunny,uber,21,1,9442.0
Oshodi,Maryland,6.5489,3.3286,6.5783,3.3676,7.34,26.4,heavy,sunny,brt,6,1,822.0
Yaba,Oshodi,6.5158,3.3892,6.5489,3.3286,8.79,63.2,gridlock,sunny,danfo,22,0,1737.0
CMS (Marina),Ojota,6.4549,3.3886,6.582,3.388,17.19,29.4,low,cloudy,brt,3,0,894.0
Ikeja,Oshodi,6.6018,3.3515,6.5489,3.3286,8.65,28.2,heavy,sunny,danfo,7,0,1379.0
Oshodi,Murtala Muhammed Airport,6.5489,3.3286,6.5774,3.3212,3.81,14.8,heavy,thunderstorm,keke,12,1,1286.0
Victoria Island,Ojota,6.4281,3.4219,6.582,3.388,23.57,46.0,low,cloudy,danfo,1,1,1951.0
Ikeja,Ajah,6.6018,3.3515,6.4683,3.6015,37.66,76.3,low,sunny,keke,23,0,4879.0
Oshodi,Murtala Muhammed Airport,6.5489,3.3286,6.5774,3.3212,4.19,6.8,low,rainy,danfo,4,0,482.0
Oshodi,CMS (Marina),6.5489,3.3286,6.4549,3.3886,16.24,35.7,moderate,sunny,danfo,13,0,1430.0
Ikoyi,Ikeja,6.4541,3.435,6.6018,3.3515,23.33,72.2,heavy,cloudy,danfo,7,0,3166.0
Ikeja,Lekki,6.6018,3.3515,6.4474,3.5562,39.34,87.5,moderate,cloudy,keke,13,0,5464.0
Yaba,Victoria Island,6.5158,3.3892,6.4281,3.4219,12.1,28.5,moderate,sunny,keke,2,0,1763.0
Ajah,Maryland,6.4683,3.6015,6.5783,3.3676,36.43,63.5,low,sunny,brt,12,0,1813.0
Ojota,Surulere,6.582,3.388,6.4969,3.355,13.11,28.6,moderate,rainy,taxi,13,0,3730.0
Ojota,Yaba,6.582,3.388,6.5158,3.3892,8.73,17.8,low,thunderstorm,keke,17,1,1764.0
Berger,Ikoyi,6.642,3.343,6.4541,3.435,28.13,48.0,low,cloudy,danfo,15,0,2428.0
Maryland,Ajah,6.5783,3.3676,6.4683,3.6015,40.22,109.7,moderate,rainy,brt,14,0,2554.0
Yaba,CMS (Marina),6.5158,3.3892,6.4549,3.3886,8.94,35.1,heavy,thunderstorm,brt,13,0,1055.0
Ajah,Ikoyi,6.4683,3.6015,6.4541,3.435,22.7,49.6,moderate,cloudy,danfo,8,0,2458.0
Ikoyi,Murtala Muhammed Airport,6.4541,3.435,6.5774,3.3212,23.6,82.0,heavy,sunny,uber,7,1,11224.0
Lekki,CMS (Marina),6.4474,3.5562,6.4549,3.3886,22.88,90.9,heavy,cloudy,keke,7,1,6185.0
Ajah,Lekki,6.4683,3.6015,6.4474,3.5562,7.55,24.3,heavy,sunny,brt,18,0,800.0
Ajah,Murtala Muhammed Airport,6.4683,3.6015,6.5774,3.3212,43.39,75.9,low,rainy,bolt,17,0,10937.0
Surulere,Murtala Muhammed Airport,6.4969,3.355,6.5774,3.3212,11.88,19.5,low,sunny,keke,9,1,1565.0
Ikeja,Berger,6.6018,3.3515,6.642,3.343,5.29,15.1,moderate,sunny,uber,11,0,1975.0
Lekki,Oshodi,6.4474,3.5562,6.5489,3.3286,38.57,87.8,moderate,sunny,taxi,13,0,8710.0
Berger,Surulere,6.642,3.343,6.4969,3.355,19.92,56.9,moderate,rainy,keke,15,0,3980.0
CMS (Marina),Murtala Muhammed Airport,6.4549,3.3886,6.5774,3.3212,18.89,75.0,heavy,sunny,brt,14,1,1602.0
Lekki,Surulere,6.4474,3.5562,6.4969,3.355,29.54,76.2,moderate,cloudy,danfo,0,0,2620.0
Berger,Ojota,6.642,3.343,6.582,3.388,11.09,37.0,heavy,cloudy,uber,8,1,5475.0
Oshodi,Berger,6.5489,3.3286,6.642,3.343,12.98,28.6,moderate,sunny,bolt,18,0,4225.0
Yaba,Oshodi,6.5158,3.3892,6.5489,3.3286,8.84,54.4,gridlock,sunny,keke,10,1,3126.0
Surulere,Ajah,6.4969,3.355,6.4683,3.6015,37.51,130.4,heavy,cloudy,bolt,21,0,15318.0
Berger,Maryland,6.642,3.343,6.5783,3.3676,9.14,24.5,moderate,rainy,taxi,13,1,2969.0
Ikeja,Surulere,6.6018,3.3515,6.4969,3.355,14.67,57.0,heavy,sunny,danfo,9,0,1918.0
Victoria Island,Murtala Muhammed Airport,6.4281,3.4219,6.5774,3.3212,28.18,70.4,moderate,cloudy,brt,6,0,2024.0
Lekki,Ikoyi,6.4474,3.5562,6.4541,3.435,15.64,27.4,low,sunny,bolt,13,0,3612.0
Yaba,Ikeja,6.5158,3.3892,6.6018,3.3515,13.52,74.4,gridlock,sunny,danfo,11,0,2210.0
CMS (Marina),Yaba,6.4549,3.3886,6.5158,3.3892,8.78,15.5,low,sunny,taxi,10,0,1853.0
Surulere,Oshodi,6.4969,3.355,6.5489,3.3286,8.17,28.9,heavy,rainy,taxi,0,0,3761.0
Oshodi,Ajah,6.5489,3.3286,6.4683,3.6015,39.12,89.2,moderate,cloudy,taxi,18,1,11462.0
Ojota,Maryland,6.582,3.388,6.5783,3.3676,2.87,20.1,gridlock,sunny,danfo,9,1,816.0
Ikoyi,Murtala Muhammed Airport,6.4541,3.435,6.5774,3.3212,22.67,123.3,gridlock,sunny,danfo,12,0,3758.0
Murtala Muhammed Airport,Ikoyi,6.5774,3.3212,6.4541,3.435,26.28,94.5,heavy,cloudy,uber,2,0,10533.0
Oshodi,Ikeja,6.5489,3.3286,6.6018,3.3515,8.16,15.5,low,sunny,keke,7,0,1290.0
Berger,Ikeja,6.642,3.343,6.6018,3.3515,6.16,21.1,heavy,rainy,uber,19,0,3012.0
Ikeja,CMS (Marina),6.6018,3.3515,6.4549,3.3886,21.88,39.6,low,sunny,brt,6,1,1302.0
Maryland,Victoria Island,6.5783,3.3676,6.4281,3.4219,25.25,136.5,gridlock,sunny,danfo,15,0,4987.0
Yaba,Ikeja,6.5158,3.3892,6.6018,3.3515,14.43,47.0,heavy,sunny,taxi,7,0,5279.0
Yaba,Murtala Muhammed Airport,6.5158,3.3892,6.5774,3.3212,14.29,53.4,heavy,sunny,uber,4,0,6210.0
Berger,Yaba,6.642,3.343,6.5158,3.3892,18.64,125.3,gridlock,sunny,keke,9,0,5725.0
Victoria Island,Lekki,6.4281,3.4219,6.4474,3.5562,21.0,76.6,heavy,rainy,danfo,17,0,3436.0
Yaba,Ikeja,6.5158,3.3892,6.6018,3.3515,13.3,32.9,moderate,cloudy,brt,14,0,909.0
Oshodi,Yaba,6.5489,3.3286,6.5158,3.3892,9.89,15.5,low,sunny,keke,7,1,1639.0
Maryland,Oshodi,6.5783,3.3676,6.5489,3.3286,7.15,14.3,low,thunderstorm,brt,12,0,507.0
Berger,Oshodi,6.642,3.343,6.5489,3.3286,12.83,40.4,heavy,cloudy,uber,18,0,6051.0
Yaba,Maryland,6.5158,3.3892,6.5783,3.3676,10.32,36.0,heavy,sunny,keke,7,0,2484.0
Berger,Ikoyi,6.642,3.343,6.4541,3.435,29.53,54.3,low,sunny,bolt,3,0,6615.0
Victoria Island,Oshodi,6.4281,3.4219,6.5489,3.3286,22.79,58.2,moderate,sunny,taxi,18,0,6406.0
Maryland,CMS (Marina),6.5783,3.3676,6.4549,3.3886,16.87,46.5,moderate,sunny,danfo,17,0,1978.0
Ojota,Victoria Island,6.582,3.388,6.4281,3.4219,23.91,89.9,heavy,sunny,uber,7,0,10912.0
CMS (Marina),Lekki,6.4549,3.3886,6.4474,3.5562,24.36,77.1,heavy,sunny,uber,6,0,10079.0
Lekki,Ojota,6.4474,3.5562,6.582,3.388,28.84,179.5,gridlock,sunny,taxi,17,0,17006.0
Murtala Muhammed Airport,Berger,6.5774,3.3212,6.642,3.343,10.62,18.9,low,rainy,brt,13,0,603.0
Oshodi,Murtala Muhammed Airport,6.5489,3.3286,6.5774,3.3212,4.31,15.1,heavy,cloudy,keke,20,1,1084.0
Yaba,Ikeja,6.5158,3.3892,6.6018,3.3515,13.21,51.3,heavy,sunny,brt,10,0,1085.0
Ikoyi,Ajah,6.4541,3.435,6.4683,3.6015,26.61,95.9,heavy,sunny,keke,19,0,5294.0
Ajah,Oshodi,6.4683,3.6015,6.5489,3.3286,43.12,156.3,heavy,sunny,brt,8,1,4382.0
Berger,Yaba,6.642,3.343,6.5158,3.3892,19.43,73.1,heavy,rainy,danfo,13,1,2823.0
Berger,Oshodi,6.642,3.343,6.5489,3.3286,14.85,40.7,moderate,rainy,brt,13,0,1015.0
Murtala Muhammed Airport,Surulere,6.5774,3.3212,6.4969,3.355,11.93,67.6,gridlock,cloudy,bolt,2,0,7742.0
Ajah,Victoria Island,6.4683,3.6015,6.4281,3.4219,24.02,89.9,heavy,rainy,danfo,13,0,3298.0
Oshodi,Lekki,6.5489,3.3286,6.4474,3.5562,37.43,266.6,gridlock,sunny,taxi,22,0,20409.0
Lekki,Surulere,6.4474,3.5562,6.4969,3.355,30.6,113.4,heavy,rainy,keke,14,1,7100.0
CMS (Marina),Oshodi,6.4549,3.3886,6.5489,3.3286,17.81,39.4,moderate,thunderstorm,uber,22,0,6916.0
Ikoyi,Lekki,6.4541,3.435,6.4474,3.5562,17.66,27.3,low,rainy,bolt,11,1,4609.0
Ojota,Murtala Muhammed Airport,6.582,3.388,6.5774,3.3212,10.22,35.7,heavy,cloudy,danfo,13,0,1358.0
Maryland,Surulere,6.5783,3.3676,6.4969,3.355,13.16,23.1,low,cloudy,brt,13,0,735.0
Berger,Ajah,6.642,3.343,6.4683,3.6015,43.07,78.2,low,rainy,uber,23,1,12286.0
Victoria Island,Surulere,6.4281,3.4219,6.4969,3.355,15.12,82.7,gridlock,sunny,brt,19,1,1752.0
Maryland,Oshodi,6.5783,3.3676,6.5489,3.3286,6.68,25.4,heavy,sunny,brt,11,0,644.0
Ajah,Maryland,6.4683,3.6015,6.5783,3.3676,33.58,61.1,low,thunderstorm,taxi,0,0,8985.0
Surulere,Berger,6.4969,3.355,6.642,3.343,20.68,41.2,low,rainy,taxi,16,0,5782.0
Oshodi,Berger,6.5489,3.3286,6.642,3.343,12.53,38.5,heavy,sunny,keke,6,1,3102.0
Surulere,Lekki,6.4969,3.355,6.4474,3.5562,29.14,87.9,heavy,sunny,keke,15,0,6508.0
Ikeja,Oshodi,6.6018,3.3515,6.5489,3.3286,8.49,29.7,heavy,sunny,danfo,8,0,1265.0
CMS (Marina),Victoria Island,6.4549,3.3886,6.4281,3.4219,5.99,9.9,low,sunny,danfo,16,0,614.0
Berger,Oshodi,6.642,3.343,6.5489,3.3286,14.08,31.7,moderate,cloudy,taxi,0,0,4107.0
Ikeja,Lekki,6.6018,3.3515,6.4474,3.5562,34.44,211.6,gridlock,sunny,danfo,14,0,5554.0
Ojota,Lekki,6.582,3.388,6.4474,3.5562,28.83,88.1,heavy,cloudy,bolt,16,0,11501.0
Lekki,Berger,6.4474,3.5562,6.642,3.343,37.43,76.1,low,cloudy,taxi,9,0,6771.0
Ojota,Ikeja,6.582,3.388,6.6018,3.3515,6.52,17.2,moderate,sunny,uber,15,0,2748.0
Ajah,Ikoyi,6.4683,3.6015,6.4541,3.435,22.17,42.6,low,sunny,uber,11,0,5093.0
Victoria Island,CMS (Marina),6.4281,3.4219,6.4549,3.3886,6.08,16.0,moderate,sunny,uber,3,0,2432.0
Maryland,Surulere,6.5783,3.3676,6.4969,3.355,11.25,17.5,low,sunny,danfo,12,0,875.0
CMS (Marina),Ojota,6.4549,3.3886,6.582,3.388,17.16,49.4,moderate,cloudy,taxi,11,0,4357.0
CMS (Marina),Ojota,6.4549,3.3886,6.582,3.388,19.36,30.8,low,cloudy,uber,9,0,4474.0
CMS (Marina),Ojota,6.4549,3.3886,6.582,3.388,19.15,35.1,low,sunny,brt,13,0,958.0
Ajah,Murtala Muhammed Airport,6.4683,3.6015,6.5774,3.3212,40.43,67.2,low,sunny,keke,15,0,5334.0
Victoria Island,Murtala Muhammed Airport,6.4281,3.4219,6.5774,3.3212,23.22,58.9,moderate,rainy,danfo,18,0,2811.0
Yaba,Ikoyi,6.5158,3.3892,6.4541,3.435,11.48,25.4,moderate,rainy,uber,7,0,4482.0
Ajah,Victoria Island,6.4683,3.6015,6.4281,3.4219,28.23,49.9,low,rainy,brt,7,1,1846.0
Yaba,CMS (Marina),6.5158,3.3892,6.4549,3.3886,8.52,29.1,heavy,cloudy,danfo,8,1,1421.0
Surulere,Ojota,6.4969,3.355,6.582,3.388,12.15,22.3,low,sunny,keke,6,0,1928.0
Yaba,Murtala Muhammed Airport,6.5158,3.3892,6.5774,3.3212,12.2,34.9,moderate,sunny,bolt,14,0,3842.0
Ikeja,Surulere,6.6018,3.3515,6.4969,3.355,14.99,57.4,heavy,sunny,keke,14,0,2972.0
Berger,Maryland,6.642,3.343,6.5783,3.3676,9.33,33.5,heavy,thunderstorm,danfo,3,1,1512.0
Surulere,Maryland,6.4969,3.355,6.5783,3.3676,12.89,46.5,heavy,rainy,brt,6,0,1513.0
Maryland,CMS (Marina),6.5783,3.3676,6.4549,3.3886,19.14,49.7,moderate,sunny,taxi,18,0,5674.0
Ajah,Murtala Muhammed Airport,6.4683,3.6015,6.5774,3.3212,45.21,88.1,low,rainy,keke,9,1,6453.0
Oshodi,Ojota,6.5489,3.3286,6.582,3.388,8.87,25.0,moderate,rainy,bolt,3,1,3752.0
Murtala Muhammed Airport,Oshodi,6.5774,3.3212,6.5489,3.3286,4.49,9.7,moderate,sunny,taxi,14,0,1480.0
Ikeja,Yaba,6.6018,3.3515,6.5158,3.3892,13.33,32.9,moderate,rainy,brt,9,0,986.0
Ikoyi,Maryland,6.4541,3.435,6.5783,3.3676,21.73,38.9,low,cloudy,keke,23,1,2680.0
Oshodi,Yaba,6.5489,3.3286,6.5158,3.3892,10.75,20.9,low,sunny,danfo,21,0,857.0
Ajah,Maryland,6.4683,3.6015,6.5783,3.3676,38.14,151.2,heavy,sunny,danfo,0,0,4460.0
Ojota,Ikoyi,6.582,3.388,6.4541,3.435,17.81,27.8,low,sunny,uber,9,1,4102.0
Oshodi,Ojota,6.5489,3.3286,6.582,3.388,8.78,28.1,heavy,sunny,bolt,14,0,3258.0
Ojota,Maryland,6.582,3.388,6.5783,3.3676,2.99,10.0,heavy,cloudy,bolt,14,0,1838.0
Ajah,Berger,6.4683,3.6015,6.642,3.343,43.73,83.3,low,sunny,brt,20,0,2165.0
Ojota,Ajah,6.582,3.388,6.4683,3.6015,33.56,59.6,low,thunderstorm,uber,10,0,8675.0
Ikeja,Maryland,6.6018,3.3515,6.5783,3.3676,3.7,9.4,moderate,sunny,uber,7,1,2050.0
Oshodi,Victoria Island,6.5489,3.3286,6.4281,3.4219,24.38,58.6,moderate,sunny,brt,17,1,1853.0
Murtala Muhammed Airport,Victoria Island,6.5774,3.3212,6.4281,3.4219,23.68,54.9,moderate,rainy,taxi,15,1,7781.0
Murtala Muhammed Airport,Oshodi,6.5774,3.3212,6.5489,3.3286,4.58,12.4,moderate,sunny,bolt,9,1,1845.0
Surulere,Ojota,6.4969,3.355,6.582,3.388,12.48,43.7,heavy,rainy,danfo,6,0,2006.0
Surulere,CMS (Marina),6.4969,3.355,6.4549,3.3886,8.36,18.8,moderate,rainy,brt,3,1,626.0
Maryland,Murtala Muhammed Airport,6.5783,3.3676,6.5774,3.3212,7.2,28.7,heavy,cloudy,uber,19,0,3611.0
Maryland,Lekki,6.5783,3.3676,6.4474,3.5562,32.26,56.8,low,cloudy,brt,21,0,1545.0
Berger,Yaba,6.642,3.343,6.5158,3.3892,19.22,70.9,heavy,cloudy,taxi,0,1,7333.0
Ajah,Ojota,6.4683,3.6015,6.582,3.388,37.69,94.2,moderate,sunny,bolt,14,0,9407.0
Ikoyi,Oshodi,6.4541,3.435,6.5489,3.3286,21.72,69.1,heavy,sunny,uber,5,0,7989.0
Oshodi,Lekki,6.5489,3.3286,6.4474,3.5562,38.35,86.9,moderate,sunny,brt,22,1,2156.0
Ikoyi,Victoria Island,6.4541,3.435,6.4281,3.4219,3.85,10.5,moderate,rainy,danfo,8,1,662.0
Ikeja,Oshodi,6.6018,3.3515,6.5489,3.3286,7.68,27.9,heavy,cloudy,bolt,11,0,3265.0
Maryland,Lekki,6.5783,3.3676,6.4474,3.5562,31.85,64.9,low,rainy,keke,6,0,5102.0
CMS (Marina),Lekki,6.4549,3.3886,6.4474,3.5562,23.29,57.8,moderate,rainy,danfo,3,0,2363.0
Yaba,CMS (Marina),6.5158,3.3892,6.4549,3.3886,9.09,22.3,moderate,cloudy,uber,19,0,2867.0
Ajah,Berger,6.4683,3.6015,6.642,3.343,42.66,165.8,heavy,sunny,uber,17,0,18687.0
Victoria Island,Ikoyi,6.4281,3.4219,6.4541,3.435,3.88,6.5,low,sunny,taxi,16,0,1315.0
Ikeja,CMS (Marina),6.6018,3.3515,6.4549,3.3886,19.69,48.2,moderate,sunny,keke,16,0,3552.0
Ikeja,Berger,6.6018,3.3515,6.642,3.343,6.53,15.4,moderate,sunny,keke,14,0,1066.0
Murtala Muhammed Airport,Berger,6.5774,3.3212,6.642,3.343,9.52,36.9,heavy,cloudy,uber,21,0,5097.0
Oshodi,Maryland,6.5489,3.3286,6.5783,3.3676,6.51,18.2,moderate,rainy,brt,11,0,534.0
Ajah,Victoria Island,6.4683,3.6015,6.4281,3.4219,26.69,62.6,moderate,sunny,taxi,8,0,7623.0
Yaba,Ajah,6.5158,3.3892,6.4683,3.6015,29.72,60.3,low,thunderstorm,brt,11,1,1994.0
Ojota,Surulere,6.582,3.388,6.4969,3.355,14.09,36.1,moderate,sunny,brt,10,1,966.0
Ikoyi,Surulere,6.4541,3.435,6.4969,3.355,12.34,46.9,heavy,cloudy,keke,14,0,2569.0
Oshodi,Maryland,6.5489,3.3286,6.5783,3.3676,7.53,12.1,low,sunny,keke,4,0,971.0
Ojota,Victoria Island,6.582,3.388,6.4281,3.4219,21.13,32.8,low,thunderstorm,taxi,22,0,5782.0
Oshodi,Murtala Muhammed Airport,6.5489,3.3286,6.5774,3.3212,3.99,7.0,low,sunny,bolt,17,0,1643.0
Murtala Muhammed Airport,Ajah,6.5774,3.3212,6.4683,3.6015,39.05,61.7,low,rainy,bolt,11,1,9196.0
Murtala Muhammed Airport,Ikeja,6.5774,3.3212,6.6018,3.3515,6.21,11.0,low,rainy,danfo,16,0,772.0
Ikeja,Maryland,6.6018,3.3515,6.5783,3.3676,4.27,10.2,moderate,cloudy,bolt,8,0,2121.0
Maryland,CMS (Marina),6.5783,3.3676,6.4549,3.3886,16.51,64.2,heavy,sunny,keke,19,0,3461.0
Ajah,Murtala Muhammed Airport,6.4683,3.6015,6.5774,3.3212,39.92,93.2,moderate,sunny,uber,22,1,12343.0
Ojota,Yaba,6.582,3.388,6.5158,3.3892,9.29,17.6,low,cloudy,taxi,8,1,2631.0
Yaba,Oshodi,6.5158,3.3892,6.5489,3.3286,10.01,20.5,low,sunny,taxi,17,0,2676.0
Surulere,Murtala Muhammed Airport,6.4969,3.355,6.5774,3.3212,13.16,40.0,heavy,sunny,uber,15,0,6029.0
